service_id,total_playtime,avg_daily_playtime,days_active,total_pns,avg_daily_pns,total_days_completed,unique_words_exposed,avg_interactions_per_word,words_with_4plus_exposures,trained_count,untrained_count,random_count,trained_with_4plus_exposures,id,timestamp_pre,original_score_pre,total_correct_pre,total_questions_pre,percentage_pre,total_trained_correct_pre,total_trained_questions_pre,trained_percentage_pre,total_untrained_correct_pre,total_untrained_questions_pre,untrained_percentage_pre,grade_pre,timestamp_mid,original_score_mid,total_correct_mid,total_questions_mid,percentage_mid,total_trained_correct_mid,total_trained_questions_mid,trained_percentage_mid,total_untrained_correct_mid,total_untrained_questions_mid,untrained_percentage_mid,grade_mid,overall_change,trained_change,untrained_change,exposure_group,days_group,playtime_group,pns_group,days_completed_group,unique_words_group,avg_interactions_group,trained_words_group,trained_with_4plus_group
5f2be6d8e4b1e9033697f6c7,145.51,20.79,7,75.0,12.5,4.0,16,5.31,15,11,0,5,10,5f2be6d8e4b1e9033697f6c7,3/7/2025 8:06:33,13 / 30,13,30,43.3,6,18,33.33333333333333,7,12,58.333333333333336,Fourth,4/17/25 08:34,19 / 30,19,30,63.3,9,16,56.25,10,14,71.42857142857143,Fourth,20.0,22.91666666666667,13.095238095238097,med,low,med,med,high,med,med,med,med
5f3d736794738300247cd7e7,232.35,21.12,11,99.0,9.9,3.0,22,6.41,20,16,0,6,14,5f3d736794738300247cd7e7,3/6/2025 10:22:50,16 / 30,16,30,53.3,9,18,50.0,7,12,58.333333333333336,Fourth,4/17/25 10:13,11 / 30,11,30,36.7,6,16,37.5,5,14,35.714285714285715,Fourth,-16.599999999999994,-12.5,-22.61904761904762,high,med,high,med,med,med,high,med,high
5f3d736794738300247cd7ec,46.06,7.68,6,32.0,6.4,1.0,11,5.27,7,7,0,4,3,5f3d736794738300247cd7ec,3/6/2025 10:21:46,12 / 30,12,30,40.0,8,18,44.44444444444444,4,12,33.33333333333333,Fourth,4/17/25 10:17,14 / 30,14,30,46.7,7,16,43.75,7,14,50.0,Fourth,6.700000000000003,-0.6944444444444429,16.66666666666667,low,low,low,low,low,low,med,med,low
5f3d736794738300247cd7f8,138.71,15.41,9,45.0,5.62,2.0,11,5.27,9,7,0,4,5,5f3d736794738300247cd7f8,3/6/2025 10:53:37,21 / 30,21,30,70.0,14,18,77.77777777777779,7,12,58.333333333333336,Fourth,4/17/25 11:18,27 / 30,27,30,90.0,15,16,93.75,12,14,85.71428571428571,Fourth,20.0,15.972222222222214,27.380952380952372,low,med,med,low,med,low,med,med,med
5f3d736794738300247cd801,161.86,16.19,10,117.0,11.7,3.0,25,5.4,20,19,0,6,14,5f3d736794738300247cd801,3/6/2025 10:50:12,15 / 30,15,30,50.0,10,18,55.55555555555556,5,12,41.66666666666667,Fourth,4/17/25 11:16,18 / 30,18,30,60.0,9,16,56.25,9,14,64.28571428571429,Fourth,10.0,0.6944444444444429,22.61904761904762,high,med,med,high,med,high,med,high,high
5f3d736794738300247cd814,207.37,17.28,12,58.0,7.25,1.0,15,6.13,13,11,0,4,9,5f3d736794738300247cd814,3/7/2025 9:52:47,10 / 30,10,30,33.3,6,18,33.33333333333333,4,12,33.33333333333333,Fourth,4/17/25 08:50,12 / 30,12,30,40.0,7,16,43.75,5,14,35.714285714285715,Fourth,6.700000000000003,10.416666666666671,2.3809523809523867,med,med,high,med,low,med,high,med,med
5f5b7ce9c2c291284d29b4b1,42.73,8.55,5,38.0,12.67,2.0,11,3.27,5,7,0,4,3,5f5b7ce9c2c291284d29b4b1,3/6/2025 10:50:42,22 / 30,22,30,73.3,12,18,66.66666666666666,10,12,83.33333333333334,Fourth,4/17/25 11:14,23 / 30,23,30,76.7,12,16,75.0,11,14,78.57142857142857,Fourth,3.4000000000000057,8.333333333333343,-4.761904761904773,low,low,low,low,med,low,low,med,low
5f8d913f9953ab0654c9012c,85.86,8.59,10,44.0,6.29,1.0,10,5.1,8,6,0,4,4,5f8d913f9953ab0654c9012c,3/6/2025 10:56:33,22 / 30,22,30,73.3,12,18,66.66666666666666,10,12,83.33333333333334,Fourth,4/17/25 11:27,26 / 30,26,30,86.7,13,16,81.25,13,14,92.85714285714286,Fourth,13.400000000000006,14.583333333333345,9.523809523809518,low,med,low,low,low,low,med,low,med
5f9c8992342a32392540e70b,145.64,12.14,12,140.0,11.67,6.0,32,3.97,23,0,0,32,0,5f9c8992342a32392540e70b,3/14/2025 13:47:26,23 / 30,24,30,80.0,14,18,77.77777777777779,10,12,83.33333333333334,Second,4/17/25 09:58,26 / 30,25,29,86.2,14,17,82.35294117647058,11,12,91.66666666666666,Second,6.200000000000003,4.575163398692794,8.333333333333314,high,med,med,high,high,high,low,low,low
5fb27a996f1ede06f0f04bee,344.36,24.6,14,219.0,15.64,9.0,45,6.82,41,30,0,15,29,5fb27a996f1ede06f0f04bee,3/7/2025 8:04:04,13 / 30,13,30,43.3,8,18,44.44444444444444,5,12,41.66666666666667,Fourth,4/17/25 08:26,21 / 30,21,30,70.0,14,16,87.5,7,14,50.0,Fourth,26.700000000000003,43.05555555555556,8.333333333333329,high,high,high,high,high,high,high,high,high
6021bf2e609c0307f35d0512,93.02,7.16,13,52.0,4.73,0.0,15,5.33,11,0,0,15,0,6021bf2e609c0307f35d0512,3/14/2025 13:47:41,20 / 30,20,30,66.7,11,18,61.111111111111114,9,12,75.0,Second,4/17/25 09:56,19 / 30,20,29,69.0,11,17,64.70588235294117,9,12,75.0,Second,2.299999999999997,3.5947712418300597,0.0,med,high,low,med,low,med,med,low,low
61004bda3391170a2edae7d5,118.18,10.74,11,91.0,10.11,3.0,21,5.81,18,15,0,6,12,61004bda3391170a2edae7d5,3/6/2025 10:15:41,12 / 30,12,30,40.0,7,18,38.88888888888889,5,12,41.66666666666667,Fourth,4/17/25 10:09,17 / 30,17,30,56.7,9,16,56.25,8,14,57.14285714285714,Fourth,16.700000000000003,17.361111111111107,15.476190476190467,med,med,med,med,med,med,high,med,high
61004bda3391170a2edae7db,367.85,28.3,13,118.0,9.83,3.0,30,4.47,22,23,0,7,16,61004bda3391170a2edae7db,3/6/2025 10:51:20,22 / 30,22,30,73.3,12,18,66.66666666666666,10,12,83.33333333333334,Fourth,4/17/25 11:16,26 / 30,26,30,86.7,13,16,81.25,13,14,92.85714285714286,Fourth,13.400000000000006,14.583333333333345,9.523809523809518,high,high,high,high,med,high,low,high,high
6102ffcc0d043902e8dc8811,308.94,23.76,13,174.0,14.5,6.0,39,5.0,30,29,0,10,22,6102ffcc0d043902e8dc8811,3/6/2025 10:52:06,21 / 30,21,30,70.0,13,18,72.22222222222221,8,12,66.66666666666666,Fourth,4/17/25 11:16,23 / 30,23,30,76.7,14,16,87.5,9,14,64.28571428571429,Fourth,6.700000000000003,15.277777777777786,-2.3809523809523654,high,high,high,high,high,high,med,high,high
6109506f045ae600445815b4,190.35,14.64,13,113.0,10.27,4.0,24,4.71,19,18,0,6,13,6109506f045ae600445815b4,3/6/2025 10:54:23,21 / 30,21,30,70.0,13,18,72.22222222222221,8,12,66.66666666666666,Fourth,4/17/25 11:17,23 / 30,23,30,76.7,15,16,93.75,8,14,57.14285714285714,Fourth,6.700000000000003,21.527777777777786,-9.523809523809518,high,high,high,high,high,med,med,high,high
61142149bd77291f1dfcea83,108.12,9.83,11,77.0,8.56,2.0,23,5.26,18,17,0,6,12,61142149bd77291f1dfcea83,3/7/2025 8:07:32,13 / 30,13,30,43.3,9,18,50.0,4,12,33.33333333333333,Fourth,4/17/25 08:25,15 / 30,15,30,50.0,9,16,56.25,6,14,42.857142857142854,Fourth,6.700000000000003,6.25,9.523809523809526,med,med,med,med,med,med,med,high,high
611d71ca810b491ec5ebd5f9,351.08,23.41,15,166.0,11.86,4.0,36,6.75,33,26,0,10,25,611d71ca810b491ec5ebd5f9,3/7/2025 8:06:26,10 / 30,10,30,33.3,8,18,44.44444444444444,2,12,16.666666666666664,Fourth,4/17/25 08:23,16 / 30,16,30,53.3,9,16,56.25,7,14,50.0,Fourth,20.0,11.805555555555555,33.333333333333336,high,high,high,high,high,high,high,high,high
611d71ca810b491ec5ebd5fa,113.82,10.35,11,87.0,9.67,2.0,23,4.04,16,17,0,6,12,611d71ca810b491ec5ebd5fa,3/6/2025 10:54:45,20 / 30,20,30,66.7,11,18,61.111111111111114,9,12,75.0,Fourth,4/17/25 11:22,22 / 30,22,30,73.3,13,16,81.25,9,14,64.28571428571429,Fourth,6.599999999999994,20.13888888888889,-10.714285714285708,med,med,med,med,med,med,low,high,high
61e090285a8f9841235ae39f,37.8,7.56,5,12.0,2.4,0.0,5,5.8,4,1,0,4,0,61e090285a8f9841235ae39f,3/6/2025 10:25:19,13 / 30,13,30,43.3,6,18,33.33333333333333,7,12,58.333333333333336,Fourth,4/17/25 10:18,11 / 30,11,30,36.7,9,16,56.25,2,14,14.285714285714285,Fourth,-6.599999999999994,22.91666666666667,-44.04761904761905,low,low,low,low,low,low,high,low,low
61f0be54be9a7c1d4e9b7c66,24.73,6.18,4,9.0,3.0,0.0,3,3.67,2,0,0,3,0,61f0be54be9a7c1d4e9b7c66,3/6/2025 10:24:55,6 / 30,6,30,20.0,3,18,16.666666666666664,3,12,25.0,Fourth,4/17/25 10:15,10 / 30,10,30,33.3,6,16,37.5,4,14,28.57142857142857,Fourth,13.299999999999995,20.833333333333336,3.5714285714285694,low,low,low,low,low,low,low,low,low
61fb09b7b37b920de810f34d,225.22,11.85,19,116.0,7.25,1.0,26,7.0,24,0,0,26,0,61fb09b7b37b920de810f34d,3/14/2025 13:51:43,18 / 30,18,30,60.0,11,18,61.111111111111114,7,12,58.333333333333336,Second,4/17/25 09:42,22 / 30,23,29,79.3,14,17,82.35294117647058,9,12,75.0,Second,19.299999999999997,21.241830065359466,16.666666666666664,high,high,high,high,low,high,high,low,low
62968c94929d68045116d328,224.84,12.49,18,186.0,10.94,6.0,42,4.33,34,0,0,42,0,62968c94929d68045116d328,3/14/2025 13:45:36,26 / 30,28,30,93.3,16,18,88.88888888888889,12,12,100.0,Second,4/17/25 09:36,27 / 30,26,29,89.7,15,17,88.23529411764706,11,12,91.66666666666666,Second,-3.5999999999999943,-0.6535947712418277,-8.333333333333343,high,high,high,high,high,high,low,low,low
62eaad610a343e622a7c150d,132.26,13.23,10,96.0,9.6,2.0,23,7.0,19,17,0,6,13,62eaad610a343e622a7c150d,3/7/2025 8:06:32,16 / 30,16,30,53.3,9,18,50.0,7,12,58.333333333333336,Fourth,4/17/25 08:25,13 / 30,13,30,43.3,7,16,43.75,6,14,42.857142857142854,Fourth,-10.0,-6.25,-15.476190476190482,high,med,med,med,med,med,high,high,high
62f6d1fa3d2cc21b04da2d62,142.69,15.85,9,94.0,11.75,4.0,19,6.05,18,13,0,6,13,62f6d1fa3d2cc21b04da2d62,3/6/2025 10:52:32,20 / 30,20,30,66.7,12,18,66.66666666666666,8,12,66.66666666666666,Fourth,4/17/25 11:17,20 / 30,20,30,66.7,12,16,75.0,8,14,57.14285714285714,Fourth,0.0,8.333333333333343,-9.523809523809518,med,med,med,med,high,med,high,med,high
62fc7b5560e8b80dda61b61f,114.85,11.48,10,56.0,7.0,2.0,16,4.5,13,11,0,5,9,62fc7b5560e8b80dda61b61f,3/6/2025 10:24:32,15 / 30,15,30,50.0,9,18,50.0,6,12,50.0,Fourth,4/17/25 10:19,19 / 30,19,30,63.3,11,16,68.75,8,14,57.14285714285714,Fourth,13.299999999999995,18.75,7.142857142857139,med,med,med,med,med,med,low,med,med
62feb561aca92c1599166d19,124.01,8.27,15,79.0,6.08,0.0,21,5.43,20,0,0,21,0,62feb561aca92c1599166d19,3/14/2025 13:50:26,17 / 30,18,30,60.0,8,18,44.44444444444444,10,12,83.33333333333334,Second,4/17/25 09:58,25 / 30,23,29,79.3,14,17,82.35294117647058,9,12,75.0,Second,19.299999999999997,37.90849673202614,-8.333333333333343,high,high,med,med,low,med,med,low,low
62feb561aca92c1599166d3b,208.19,13.01,16,130.0,8.67,2.0,28,6.39,24,0,0,28,0,62feb561aca92c1599166d3b,3/14/2025 13:53:46,19 / 30,20,30,66.7,10,18,55.55555555555556,10,12,83.33333333333334,Second,4/17/25 09:43,27 / 30,25,29,86.2,14,17,82.35294117647058,11,12,91.66666666666666,Second,19.5,26.797385620915023,8.333333333333314,high,high,high,high,med,high,high,low,low
62feb561aca92c1599166d44,167.24,9.29,18,137.0,7.61,3.0,34,6.09,28,0,0,34,0,62feb561aca92c1599166d44,3/14/2025 13:51:48,11 / 30,12,30,40.0,5,18,27.77777777777778,7,12,58.333333333333336,Second,4/17/25 09:43,18 / 30,18,29,62.1,11,17,64.70588235294117,7,12,58.333333333333336,Second,22.1,36.928104575163395,0.0,high,high,high,high,med,high,high,low,low
62feb561aca92c1599166d52,97.81,8.15,12,63.0,5.25,1.0,16,5.69,12,0,0,16,0,62feb561aca92c1599166d52,3/14/2025 13:46:17,18 / 30,19,30,63.3,9,18,50.0,10,12,83.33333333333334,Second,4/17/25 09:33,19 / 30,20,29,69.0,12,17,70.58823529411765,8,12,66.66666666666666,Second,5.700000000000003,20.588235294117652,-16.666666666666686,med,med,med,med,low,med,high,low,low
62feb561aca92c1599166d69,163.03,10.19,16,67.0,4.47,0.0,19,4.68,15,0,0,19,0,62feb561aca92c1599166d69,3/14/2025 13:54:53,18 / 30,19,30,63.3,11,18,61.111111111111114,8,12,66.66666666666666,Second,4/17/25 09:47,20 / 30,21,29,72.4,12,17,70.58823529411765,9,12,75.0,Second,9.100000000000009,9.477124183006538,8.333333333333343,med,high,med,med,low,med,med,low,low
62feb561aca92c1599166d7a,214.87,11.94,18,209.0,11.61,4.0,45,5.29,41,0,0,45,0,62feb561aca92c1599166d7a,3/14/2025 13:48:34,23 / 30,25,30,83.3,14,18,77.77777777777779,11,12,91.66666666666666,Second,4/17/25 09:41,26 / 30,25,29,86.2,15,17,88.23529411764706,10,12,83.33333333333334,Second,2.9000000000000057,10.457516339869272,-8.333333333333314,high,high,high,high,high,high,med,low,low
632bd5da1a4fa806fd718ece,61.88,6.88,9,22.0,3.14,0.0,6,6.0,6,2,0,4,2,632bd5da1a4fa806fd718ece,3/6/2025 10:15:10,8 / 30,8,30,26.7,5,18,27.77777777777778,3,12,25.0,Fourth,4/17/25 10:10,17 / 30,17,30,56.7,9,16,56.25,8,14,57.14285714285714,Fourth,30.000000000000004,28.47222222222222,32.14285714285714,low,med,low,low,low,low,high,low,low
63b638da3a908b0ae3d23684,102.46,17.08,6,7.0,2.33,0.0,3,3.0,1,0,0,3,0,63b638da3a908b0ae3d23684,3/7/2025 8:12:48,14 / 30,14,30,46.7,8,18,44.44444444444444,6,12,50.0,Fourth,4/18/25 13:36,19 / 30,19,30,63.3,11,16,68.75,8,14,57.14285714285714,Fourth,16.599999999999994,24.305555555555557,7.142857142857139,low,low,med,low,low,low,low,low,low
63d1e39521108a040c8a6c37,142.1,11.84,12,87.0,7.91,3.0,22,4.14,12,16,0,6,7,63d1e39521108a040c8a6c37,3/6/2025 10:52:43,21 / 30,21,30,70.0,12,18,66.66666666666666,9,12,75.0,Fourth,4/17/25 11:16,25 / 30,25,30,83.3,13,16,81.25,12,14,85.71428571428571,Fourth,13.299999999999995,14.583333333333345,10.714285714285708,med,med,med,med,med,med,low,med,med
6421bcc00ca53e1c39e823bd,46.64,6.66,7,45.0,9.0,2.0,13,4.23,8,9,0,4,4,6421bcc00ca53e1c39e823bd,3/6/2025 10:57:19,21 / 30,21,30,70.0,13,18,72.22222222222221,8,12,66.66666666666666,Fourth,4/17/25 11:19,20 / 30,20,30,66.7,10,16,62.5,10,14,71.42857142857143,Fourth,-3.299999999999997,-9.722222222222214,4.761904761904773,low,low,low,low,med,low,low,med,med
64411d4f0b79f10d5ad65baa,84.75,16.95,5,41.0,10.25,1.0,12,4.42,6,8,0,4,2,64411d4f0b79f10d5ad65baa,3/6/2025 10:12:49,15 / 30,15,30,50.0,9,18,50.0,6,12,50.0,Fourth,4/17/25 10:10,18 / 30,18,30,60.0,8,16,50.0,10,14,71.42857142857143,Fourth,10.0,0.0,21.42857142857143,low,low,low,low,low,low,low,med,low
64c95026ea2c110826452910,190.58,14.66,13,100.0,7.69,3.0,24,4.67,18,18,0,6,12,64c95026ea2c110826452910,3/6/2025 10:55:07,18 / 30,18,30,60.0,10,18,55.55555555555556,8,12,66.66666666666666,Fourth,4/17/25 11:20,22 / 30,22,30,73.3,13,16,81.25,9,14,64.28571428571429,Fourth,13.299999999999995,25.694444444444443,-2.3809523809523654,med,high,high,high,med,med,med,high,high
64c95026ea2c110826452919,94.8,13.54,7,63.0,10.5,3.0,17,5.35,16,11,0,6,11,64c95026ea2c110826452919,3/7/2025 8:18:41,14 / 30,14,30,46.7,9,18,50.0,5,12,41.66666666666667,Fourth,4/17/25 08:35,16 / 30,16,30,53.3,8,16,50.0,8,14,57.14285714285714,Fourth,6.599999999999994,0.0,15.476190476190467,med,low,low,med,med,med,med,med,med
64ca4ce8c0848e2cb26b7b88,65.0,9.29,7,47.0,6.71,1.0,14,5.86,12,10,0,4,8,64ca4ce8c0848e2cb26b7b88,3/7/2025 8:11:40,10 / 30,10,30,33.3,6,18,33.33333333333333,4,12,33.33333333333333,Fourth,4/17/25 08:30,12 / 30,12,30,40.0,8,16,50.0,4,14,28.57142857142857,Fourth,6.700000000000003,16.66666666666667,-4.761904761904759,med,low,low,low,low,low,high,med,med
65df6c2e874f0c0b69e2ee30,258.58,19.89,13,114.0,8.77,3.0,29,3.86,17,22,0,7,11,65df6c2e874f0c0b69e2ee30,3/6/2025 10:50:26,24 / 30,24,30,80.0,14,18,77.77777777777779,10,12,83.33333333333334,Fourth,4/17/25 11:15,24 / 30,24,30,80.0,12,16,75.0,12,14,85.71428571428571,Fourth,0.0,-2.7777777777777857,2.3809523809523654,med,high,high,high,med,high,low,high,med
65fdc11d0c1f990241ce0871,71.68,10.24,7,35.0,5.83,1.0,13,4.85,9,9,0,4,5,65fdc11d0c1f990241ce0871,3/7/2025 9:52:45,12 / 30,12,30,40.0,6,18,33.33333333333333,6,12,50.0,Fourth,4/17/25 09:00,12 / 30,12,30,40.0,8,16,50.0,4,14,28.57142857142857,Fourth,0.0,16.66666666666667,-21.42857142857143,low,low,low,low,low,low,med,med,med
66166c7f47ad6b29984d4af7,99.09,11.01,9,74.0,9.25,2.0,18,4.33,10,12,0,6,6,66166c7f47ad6b29984d4af7,3/6/2025 10:52:56,22 / 30,22,30,73.3,13,18,72.22222222222221,9,12,75.0,Fourth,4/17/25 11:20,19 / 30,19,30,63.3,11,16,68.75,8,14,57.14285714285714,Fourth,-10.0,-3.4722222222222143,-17.85714285714286,med,med,med,med,med,med,low,med,med
66a3b9086adb392850489cc4,349.69,29.14,12,152.0,12.67,5.0,32,5.03,27,24,0,8,21,66a3b9086adb392850489cc4,3/6/2025 10:51:35,22 / 30,22,30,73.3,13,18,72.22222222222221,9,12,75.0,Fourth,4/17/25 11:16,25 / 30,25,30,83.3,14,16,87.5,11,14,78.57142857142857,Fourth,10.0,15.277777777777786,3.5714285714285694,high,med,high,high,high,high,med,high,high
66a3b9086adb392850489ccc,61.23,7.65,8,35.0,4.38,0.0,11,4.55,7,7,0,4,3,66a3b9086adb392850489ccc,3/7/2025 8:13:48,20 / 30,20,30,66.7,13,18,72.22222222222221,7,12,58.333333333333336,Fourth,4/17/25 08:28,19 / 30,19,30,63.3,10,16,62.5,9,14,64.28571428571429,Fourth,-3.4000000000000057,-9.722222222222214,5.952380952380956,low,low,low,low,low,low,med,med,low
66a493a26adb394eac8afaee,109.59,13.7,8,28.0,4.0,0.0,10,3.8,4,6,0,4,1,66a493a26adb394eac8afaee,3/7/2025 8:15:06,15 / 30,15,30,50.0,8,18,44.44444444444444,7,12,58.333333333333336,Fourth,4/17/25 08:32,16 / 30,16,30,53.3,10,16,62.5,6,14,42.857142857142854,Fourth,3.299999999999997,18.055555555555557,-15.476190476190482,low,low,med,low,low,low,low,low,low
66a493a26adb394eac8afaef,225.97,17.38,13,127.0,11.55,5.0,32,4.56,25,24,0,8,19,66a493a26adb394eac8afaef,3/7/2025 8:07:24,14 / 30,14,30,46.7,10,18,55.55555555555556,4,12,33.33333333333333,Fourth,4/17/25 08:28,19 / 30,19,30,63.3,13,16,81.25,6,14,42.857142857142854,Fourth,16.599999999999994,25.694444444444443,9.523809523809526,high,high,high,high,high,high,med,high,high
66a493a26adb394eac8afaf9,40.36,5.77,7,21.0,4.2,0.0,8,4.12,5,4,0,4,1,66a493a26adb394eac8afaf9,3/6/2025 10:16:22,16 / 30,16,30,53.3,10,18,55.55555555555556,6,12,50.0,Fourth,4/17/25 08:27,14 / 30,14,30,46.7,6,16,37.5,8,14,57.14285714285714,Fourth,-6.599999999999994,-18.055555555555557,7.142857142857139,low,low,low,low,low,low,low,low,low
66a9a8062c1ea33d50caa111,66.49,11.08,6,50.0,8.33,1.0,15,4.0,7,11,0,4,3,66a9a8062c1ea33d50caa111,3/6/2025 10:12:20,16 / 30,16,30,53.3,8,18,44.44444444444444,8,12,66.66666666666666,Fourth,4/17/25 10:12,18 / 30,18,30,60.0,10,16,62.5,8,14,57.14285714285714,Fourth,6.700000000000003,18.055555555555557,-9.523809523809518,low,low,low,med,low,med,low,med,low
66ac438b9c30f1160705f662,107.3,13.41,8,54.0,7.71,2.0,15,5.6,13,11,0,4,9,66ac438b9c30f1160705f662,3/6/2025 10:17:12,15 / 30,15,30,50.0,9,18,50.0,6,12,50.0,Fourth,4/17/25 10:09,19 / 30,19,30,63.3,10,16,62.5,9,14,64.28571428571429,Fourth,13.299999999999995,12.5,14.285714285714292,med,low,med,med,med,med,high,med,med
66bdd09a9c416f14eb7e27d4,175.85,9.26,19,144.0,7.58,2.0,33,5.67,25,0,0,33,0,66bdd09a9c416f14eb7e27d4,3/14/2025 13:47:10,22 / 30,23,30,76.7,13,18,72.22222222222221,10,12,83.33333333333334,Second,4/17/25 09:42,26 / 30,26,29,89.7,15,17,88.23529411764706,11,12,91.66666666666666,Second,13.0,16.013071895424844,8.333333333333314,high,high,high,high,med,high,high,low,low
6732fabfc915d9284c55acda,56.76,9.46,6,37.0,6.17,1.0,14,4.29,9,10,0,4,5,6732fabfc915d9284c55acda,3/7/2025 9:52:55,14 / 30,14,30,46.7,6,18,33.33333333333333,8,12,66.66666666666666,Fourth,4/17/25 08:54,24 / 30,24,30,80.0,13,16,81.25,11,14,78.57142857142857,Fourth,33.3,47.91666666666667,11.904761904761912,low,low,low,low,low,low,low,med,med
67941580c5ae4514acce4ff3,123.43,13.71,9,69.0,8.62,3.0,19,6.47,15,13,0,6,10,67941580c5ae4514acce4ff3,3/7/2025 9:59:20,6 / 30,6,30,20.0,3,18,16.666666666666664,3,12,25.0,Fourth,4/17/25 08:44,4 / 30,4,30,13.3,1,16,6.25,3,14,21.428571428571427,Fourth,-6.699999999999999,-10.416666666666664,-3.571428571428573,med,med,med,med,med,med,high,med,med
67bdcb0e860c98544cfb9ced,66.27,8.28,8,39.0,6.5,1.0,12,4.0,8,8,0,4,4,67bdcb0e860c98544cfb9ced,3/7/2025 8:13:01,21 / 30,21,30,70.0,14,18,77.77777777777779,7,12,58.333333333333336,Fourth,4/17/25 08:25,22 / 30,22,30,73.3,11,16,68.75,11,14,78.57142857142857,Fourth,3.299999999999997,-9.027777777777786,20.238095238095234,low,low,low,low,low,low,low,med,med
