id,timestamp_pre,original_score_pre,total_correct_pre,total_questions_pre,percentage_pre,total_trained_correct_pre,total_trained_questions_pre,trained_percentage_pre,total_untrained_correct_pre,total_untrained_questions_pre,untrained_percentage_pre,grade_pre,timestamp_mid,original_score_mid,total_correct_mid,total_questions_mid,percentage_mid,total_trained_correct_mid,total_trained_questions_mid,trained_percentage_mid,total_untrained_correct_mid,total_untrained_questions_mid,untrained_percentage_mid,grade_mid,overall_change,overall_trained_change,group
5f2be6d7e4b1e9033697f64d,3/6/2025 10:57:19,20 / 30,20,30,66.7,12,18,66.66666666666666,8,12,66.66666666666666,Fourth,4/17/25 11:21,26 / 30,26,30,86.7,15,16,93.75,11,14,78.57142857142857,Fourth,20.0,27.083333333333343,Experimental
5d4c0d1fe88b9a016f492410,3/6/2025 13:49:57,13 / 30,13,30,43.3,6,18,33.33333333333333,7,12,58.333333333333336,Fourth,4/17/25 08:27,13 / 30,13,30,43.3,7,16,43.75,6,14,42.857142857142854,Fourth,0.0,10.416666666666671,Experimental
5fb27a996f1ede06f0f04bee,3/7/2025 8:04:04,13 / 30,13,30,43.3,8,18,44.44444444444444,5,12,41.66666666666667,Fourth,4/17/25 08:26,21 / 30,21,30,70.0,14,16,87.5,7,14,50.0,Fourth,26.700000000000003,43.05555555555556,Experimental
611d71ca810b491ec5ebd5f9,3/7/2025 8:06:26,10 / 30,10,30,33.3,8,18,44.44444444444444,2,12,16.666666666666664,Fourth,4/17/25 08:23,16 / 30,16,30,53.3,9,16,56.25,7,14,50.0,Fourth,20.0,11.805555555555557,Experimental
62eaad610a343e622a7c150d,3/7/2025 8:06:32,16 / 30,16,30,53.3,9,18,50.0,7,12,58.333333333333336,Fourth,4/17/25 08:25,13 / 30,13,30,43.3,7,16,43.75,6,14,42.857142857142854,Fourth,-10.0,-6.25,Control
5f2be6d8e4b1e9033697f6c7,3/7/2025 8:06:33,13 / 30,13,30,43.3,6,18,33.33333333333333,7,12,58.333333333333336,Fourth,4/17/25 08:34,19 / 30,19,30,63.3,9,16,56.25,10,14,71.42857142857143,Fourth,20.0,22.91666666666667,Experimental
5d4c0d1fe88b9a016f492452,3/7/2025 8:07:04,12 / 30,12,30,40.0,8,18,44.44444444444444,4,12,33.33333333333333,Fourth,4/17/25 08:26,12 / 30,12,30,40.0,6,16,37.5,6,14,42.857142857142854,Fourth,0.0,-6.944444444444443,Experimental
66a493a26adb394eac8afaef,3/7/2025 8:07:24,14 / 30,14,30,46.7,10,18,55.55555555555556,4,12,33.33333333333333,Fourth,4/17/25 08:28,19 / 30,19,30,63.3,13,16,81.25,6,14,42.857142857142854,Fourth,16.599999999999994,25.694444444444443,Experimental
61142149bd77291f1dfcea83,3/7/2025 8:07:32,13 / 30,13,30,43.3,9,18,50.0,4,12,33.33333333333333,Fourth,4/17/25 08:25,15 / 30,15,30,50.0,9,16,56.25,6,14,42.857142857142854,Fourth,6.700000000000003,6.25,Experimental
5daa2b2c72f0230b637168e4,3/7/2025 8:08:38,12 / 30,12,30,40.0,7,18,38.88888888888889,5,12,41.66666666666667,Fourth,4/17/25 08:28,13 / 30,13,30,43.3,7,16,43.75,6,14,42.857142857142854,Fourth,3.299999999999997,4.861111111111107,Control
5f2be6d7e4b1e9033697f650,3/7/2025 8:10:06,15 / 30,15,30,50.0,8,18,44.44444444444444,7,12,58.333333333333336,Fourth,4/17/25 08:26,14 / 30,14,30,46.7,7,16,43.75,7,14,50.0,Fourth,-3.299999999999997,-0.6944444444444429,Experimental
