id,timestamp_pre,original_score_pre,total_correct_pre,total_questions_pre,percentage_pre,total_trained_correct_pre,total_trained_questions_pre,trained_percentage_pre,total_untrained_correct_pre,total_untrained_questions_pre,untrained_percentage_pre,grade_pre,timestamp_mid,original_score_mid,total_correct_mid,total_questions_mid,percentage_mid,total_trained_correct_mid,total_trained_questions_mid,trained_percentage_mid,total_untrained_correct_mid,total_untrained_questions_mid,untrained_percentage_mid,grade_mid,overall_change,overall_trained_change,group
5f2be6d7e4b1e9033697f668,3/7/2025 8:10:20,15 / 30,15,30,50.0,11,18,61.111111111111114,4,12,33.33333333333333,Fourth,4/17/25 08:29,16 / 30,16,30,53.3,8,16,50.0,8,14,57.14285714285714,Fourth,3.299999999999997,-11.111111111111114,Control
64ca4ce8c0848e2cb26b7b88,3/7/2025 8:11:40,10 / 30,10,30,33.3,6,18,33.33333333333333,4,12,33.33333333333333,Fourth,4/17/25 08:30,12 / 30,12,30,40.0,8,16,50.0,4,14,28.57142857142857,Fourth,6.700000000000003,16.66666666666667,Control
5d55fa0ea28df409f1a97a5c,3/7/2025 8:11:44,16 / 30,16,30,53.3,9,18,50.0,7,12,58.333333333333336,Fourth,4/17/25 08:30,24 / 30,24,30,80.0,12,16,75.0,12,14,85.71428571428571,Fourth,26.700000000000003,25.0,Experimental
63b638da3a908b0ae3d23684,3/7/2025 8:12:48,14 / 30,14,30,46.7,8,18,44.44444444444444,6,12,50.0,Fourth,4/18/25 13:36,19 / 30,19,30,63.3,11,16,68.75,8,14,57.14285714285714,Fourth,16.599999999999994,24.305555555555557,Control
67bdcb0e860c98544cfb9ced,3/7/2025 8:13:01,21 / 30,21,30,70.0,14,18,77.77777777777779,7,12,58.333333333333336,Fourth,4/17/25 08:25,22 / 30,22,30,73.3,11,16,68.75,11,14,78.57142857142857,Fourth,3.299999999999997,-9.027777777777786,Experimental
66a3b9086adb392850489ccc,3/7/2025 8:13:48,20 / 30,20,30,66.7,13,18,72.22222222222221,7,12,58.333333333333336,Fourth,4/17/25 08:28,19 / 30,19,30,63.3,10,16,62.5,9,14,64.28571428571429,Fourth,-3.4000000000000057,-9.722222222222214,Experimental
66a493a26adb394eac8afaee,3/7/2025 8:15:06,15 / 30,15,30,50.0,8,18,44.44444444444444,7,12,58.333333333333336,Fourth,4/17/25 08:32,16 / 30,16,30,53.3,10,16,62.5,6,14,42.857142857142854,Fourth,3.299999999999997,18.055555555555557,Experimental
5f2be6d7e4b1e9033697f685,3/7/2025 8:15:21,14 / 30,14,30,46.7,9,18,50.0,5,12,41.66666666666667,Fourth,4/17/25 08:34,15 / 30,15,30,50.0,9,16,56.25,6,14,42.857142857142854,Fourth,3.299999999999997,6.25,Control
5e736f9a4b7e1505b51a2909,3/7/2025 8:17:17,20 / 30,20,30,66.7,11,18,61.111111111111114,9,12,75.0,Fourth,4/17/25 08:32,22 / 30,22,30,73.3,11,16,68.75,11,14,78.57142857142857,Fourth,6.599999999999994,7.638888888888886,Control
5d4c0d1fe88b9a016f492453,3/7/2025 8:17:17,11 / 30,11,30,36.7,8,18,44.44444444444444,3,12,25.0,Fourth,4/17/25 08:30,12 / 30,12,30,40.0,8,16,50.0,4,14,28.57142857142857,Fourth,3.299999999999997,5.555555555555557,Control
5f2be6d7e4b1e9033697f67b,3/7/2025 8:18:11,17 / 30,17,30,56.7,10,18,55.55555555555556,7,12,58.333333333333336,Fourth,4/17/25 08:29,15 / 30,15,30,50.0,10,16,62.5,5,14,35.714285714285715,Fourth,-6.700000000000003,6.944444444444443,Experimental
64c95026ea2c110826452919,3/7/2025 8:18:41,14 / 30,14,30,46.7,9,18,50.0,5,12,41.66666666666667,Fourth,4/17/25 08:35,16 / 30,16,30,53.3,8,16,50.0,8,14,57.14285714285714,Fourth,6.599999999999994,0.0,Experimental
5e736f9a4b7e1505b51a2904,3/7/2025 9:48:43,6 / 30,6,30,20.0,5,18,27.77777777777778,1,12,8.333333333333332,Fourth,4/17/25 08:46,6 / 30,6,30,20.0,4,16,25.0,2,14,14.285714285714285,Fourth,0.0,-2.7777777777777786,Experimental
5d4c0d1fe88b9a016f492375,3/7/2025 9:49:04,9 / 30,9,30,30.0,5,18,27.77777777777778,4,12,33.33333333333333,Fourth,4/17/25 08:43,12 / 30,12,30,40.0,5,16,31.25,7,14,50.0,Fourth,10.0,3.4722222222222214,Control
5f2be6d7e4b1e9033697f687,3/7/2025 9:49:34,15 / 30,15,30,50.0,7,18,38.88888888888889,8,12,66.66666666666666,Fourth,4/17/25 08:47,13 / 30,13,30,43.3,8,16,50.0,5,14,35.714285714285715,Fourth,-6.700000000000003,11.111111111111107,Control
5f2be6d7e4b1e9033697f65f,3/7/2025 9:49:42,9 / 30,9,30,30.0,3,18,16.666666666666664,6,12,50.0,Fourth,4/17/25 08:47,9 / 30,9,30,30.0,4,16,25.0,5,14,35.714285714285715,Fourth,0.0,8.333333333333336,Experimental
5e7ced16d590eb03461053ac,3/7/2025 9:50:21,12 / 30,12,30,40.0,5,18,27.77777777777778,7,12,58.333333333333336,Fourth,4/17/25 08:45,13 / 30,13,30,43.3,4,16,25.0,9,14,64.28571428571429,Fourth,3.299999999999997,-2.7777777777777786,Control
5e7ced16d590eb03461053a6,3/7/2025 9:51:13,9 / 30,9,30,30.0,6,18,33.33333333333333,3,12,25.0,Fourth,4/17/25 08:54,13 / 30,13,30,43.3,7,16,43.75,6,14,42.857142857142854,Fourth,13.299999999999997,10.416666666666671,Control
5e73c43c41e4ae057aa7fa31,3/7/2025 9:51:17,5 / 30,5,30,16.7,3,18,16.666666666666664,2,12,16.666666666666664,Fourth,4/17/25 08:49,5 / 30,5,30,16.7,2,16,12.5,3,14,21.428571428571427,Fourth,0.0,-4.166666666666664,Control
5d4c0d1fe88b9a016f49243f,3/7/2025 9:51:17,10 / 30,10,30,33.3,7,18,38.88888888888889,3,12,25.0,Fourth,4/17/25 08:47,8 / 30,8,30,26.7,5,16,31.25,3,14,21.428571428571427,Fourth,-6.599999999999998,-7.638888888888893,Control
62e14e176e5de41b053f3acb_4th,3/7/2025 9:51:29,7 / 30,7,30,23.3,4,18,22.22222222222222,3,12,25.0,Fourth,4/17/25 08:49,12 / 30,12,30,40.0,5,16,31.25,7,14,50.0,Fourth,16.7,9.027777777777779,Control
5e7ced16d590eb03461053a3,3/7/2025 9:52:44,8 / 30,8,30,26.7,6,18,33.33333333333333,2,12,16.666666666666664,Fourth,4/17/25 08:51,13 / 30,13,30,43.3,7,16,43.75,6,14,42.857142857142854,Fourth,16.599999999999998,10.416666666666671,Experimental
65fdc11d0c1f990241ce0871,3/7/2025 9:52:45,12 / 30,12,30,40.0,6,18,33.33333333333333,6,12,50.0,Fourth,4/17/25 09:00,12 / 30,12,30,40.0,8,16,50.0,4,14,28.57142857142857,Fourth,0.0,16.66666666666667,Control
5f3d736794738300247cd814,3/7/2025 9:52:47,10 / 30,10,30,33.3,6,18,33.33333333333333,4,12,33.33333333333333,Fourth,4/17/25 08:50,12 / 30,12,30,40.0,7,16,43.75,5,14,35.714285714285715,Fourth,6.700000000000003,10.416666666666671,Control
5d55fa0ea28df409f1a97a4e,3/7/2025 9:52:48,12 / 30,12,30,40.0,8,18,44.44444444444444,4,12,33.33333333333333,Fourth,4/17/25 08:50,13 / 30,13,30,43.3,7,16,43.75,6,14,42.857142857142854,Fourth,3.299999999999997,-0.6944444444444429,Control
6732fabfc915d9284c55acda,3/7/2025 9:52:55,14 / 30,14,30,46.7,6,18,33.33333333333333,8,12,66.66666666666666,Fourth,4/17/25 08:54,24 / 30,24,30,80.0,13,16,81.25,11,14,78.57142857142857,Fourth,33.3,47.91666666666667,Control
5d55fa0ea28df409f1a97a58,3/7/2025 9:53:31,6 / 30,6,30,20.0,3,18,16.666666666666664,3,12,25.0,Fourth,4/17/25 08:47,5 / 30,5,30,16.7,3,16,18.75,2,14,14.285714285714285,Fourth,-3.3000000000000007,2.0833333333333357,Control
601c03d59d07ee0047fbbbe1,3/7/2025 9:54:00,8 / 30,8,30,26.7,3,18,16.666666666666664,5,12,41.66666666666667,Fourth,4/17/25 08:53,7 / 30,7,30,23.3,3,16,18.75,4,14,28.57142857142857,Fourth,-3.3999999999999986,2.0833333333333357,Control
5d56ea27477f4d0295a3de62,3/7/2025 9:54:25,9 / 30,9,30,30.0,5,18,27.77777777777778,4,12,33.33333333333333,Fourth,4/17/25 08:45,9 / 30,9,30,30.0,5,16,31.25,4,14,28.57142857142857,Fourth,0.0,3.4722222222222214,Control
5e736f9a4b7e1505b51a290e,3/7/2025 9:55:15,15 / 30,15,30,50.0,10,18,55.55555555555556,5,12,41.66666666666667,Fourth,4/17/25 08:51,15 / 30,15,30,50.0,10,16,62.5,5,14,35.714285714285715,Fourth,0.0,6.944444444444443,Control
5f2be6d7e4b1e9033697f680,3/7/2025 9:55:46,11 / 30,11,30,36.7,7,18,38.88888888888889,4,12,33.33333333333333,Fourth,4/17/25 08:50,14 / 30,14,30,46.7,9,16,56.25,5,14,35.714285714285715,Fourth,10.0,17.361111111111107,Control
5d4c0d1fe88b9a016f4923b4,3/7/2025 9:57:37,8 / 30,8,30,26.7,6,18,33.33333333333333,2,12,16.666666666666664,Fourth,4/17/25 08:47,9 / 30,9,30,30.0,5,16,31.25,4,14,28.57142857142857,Fourth,3.3000000000000007,-2.0833333333333286,Control
5f2be6d7e4b1e9033697f65c,3/7/2025 9:57:47,12 / 30,12,30,40.0,8,18,44.44444444444444,4,12,33.33333333333333,Fourth,4/17/25 08:58,15 / 30,15,30,50.0,9,16,56.25,6,14,42.857142857142854,Fourth,10.0,11.805555555555557,Experimental
67941580c5ae4514acce4ff3,3/7/2025 9:59:20,6 / 30,6,30,20.0,3,18,16.666666666666664,3,12,25.0,Fourth,4/17/25 08:44,4 / 30,4,30,13.3,1,16,6.25,3,14,21.428571428571427,Fourth,-6.699999999999999,-10.416666666666664,Control
5d4c0d1fe88b9a016f492331,3/7/2025 12:51:55,15 / 30,15,30,50.0,12,18,66.66666666666666,3,12,25.0,Fourth,4/17/25 08:46,8 / 30,8,30,26.7,4,16,25.0,4,14,28.57142857142857,Fourth,-23.3,-41.66666666666666,Control
