"service_id","total_playtime","avg_daily_playtime","days_active","total_pns","total_days_completed","avg_daily_pns","is_inactive","is_never_completed","is_playing_less","is_pnsing_less","is_finishing_less","flags_count"
"5f3d736794738300247cd7ec",3.5,3.5,1,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,2
"5f3d736794738300247cd7f8",79.99,19.9975,4,92,3,23,FALSE,FALSE,FALSE,FALSE,FALSE,0
"5f3d736794738300247cd801",82.42,16.484,5,101,4,20.2,FALSE,FALSE,FALSE,FALSE,FALSE,0
"5f3d736794738300247cd813",22.23,11.115,2,14,0,7,FALSE,TRUE,FALSE,FALSE,FALSE,1
"5f3d736794738300247cd814",21.9,5.475,4,17,0,4.25,FALSE,TRUE,TRUE,TRUE,FALSE,3
"5fb27a996f1ede06f0f04bee",98.54,19.708,5,114,3,22.8,FALSE,FALSE,FALSE,FALSE,FALSE,0
"61004bda3391170a2edae7d5",73.09,18.2725,4,41,0,10.25,FALSE,TRUE,FALSE,FALSE,FALSE,1
"61004bda3391170a2edae7db",75.96,15.192,5,78,1,15.6,FALSE,FALSE,FALSE,FALSE,TRUE,1
"6102ffcc0d043902e8dc8811",84.42,16.884,5,92,2,18.4,FALSE,FALSE,FALSE,FALSE,FALSE,0
"6109506f045ae600445815b4",25.48,12.74,2,13,0,6.5,FALSE,TRUE,FALSE,TRUE,FALSE,2
"61142149bd77291f1dfcea83",75.12,15.024,5,73,0,14.6,FALSE,TRUE,FALSE,FALSE,FALSE,1
"611d71ca810b491ec5ebd5f9",131.37,43.79,3,70,1,23.3333333333333,FALSE,FALSE,FALSE,FALSE,TRUE,1
"618db4b4bef73809d21f81e7",62.74,20.9133333333333,3,53,2,17.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,0
"61e090285a8f9841235ae39f",90.47,22.6175,4,82,3,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,0
"61f0be54be9a7c1d4e9b7c66",2.83,2.83,1,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,2
"62e14e176e5de41b053f3acb",6.96,3.48,2,2,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,3
"62eaad610a343e622a7c1515",19.59,19.59,1,14,0,14,FALSE,TRUE,FALSE,FALSE,FALSE,1
"62fc7b5560e8b80dda61b61f",38.66,12.8866666666667,3,25,0,8.33333333333333,FALSE,TRUE,FALSE,FALSE,FALSE,1
"6304030f91971500c6e381af",35.07,17.535,2,21,0,10.5,FALSE,TRUE,FALSE,FALSE,FALSE,1
"632bd5da1a4fa806fd718ece",7.98,2.66,3,1,0,0.333333333333333,FALSE,TRUE,TRUE,TRUE,FALSE,3
"63d1e39521108a040c8a6c37",37.74,7.548,5,32,1,6.4,FALSE,FALSE,TRUE,TRUE,TRUE,3
"6421bcc00ca53e1c39e823bd",16.62,8.31,2,21,1,10.5,FALSE,FALSE,TRUE,FALSE,TRUE,2
"64411d4f0b79f10d5ad65baa",25.59,25.59,1,15,0,15,FALSE,TRUE,FALSE,FALSE,FALSE,1
"64c95026ea2c110826452910",48.14,16.0466666666667,3,52,2,17.3333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,0
"64c95026ea2c110826452919",60.38,12.076,5,54,1,10.8,FALSE,FALSE,FALSE,FALSE,TRUE,1
